variant,group,pred_year,mse,rmse,mae,bias,metric_mse,metric_rmse,metric_mae,metric_bias,score,nmae,ficr,pred_min_ratio,pred_max_ratio,n
share_a050_pinn_raw,kpx_group_3,2023,0.03235918105895204,0.17988657831798358,0.12608697232496247,0.0648575230797231,0.04377428019439797,0.2092230393489158,0.1567004745512983,0.04720629843888709,0.5873863814195583,0.1567004745512983,0.331473237390415,0.011850842380952381,0.9557189809523808,8759
share_a050_pinn_floor20,kpx_group_3,2023,0.04340237961487297,0.20833237774017022,0.17303871102686216,0.11834930638412736,0.043205747641831486,0.20785992312572302,0.156566489855679,0.05773742130488176,0.5878608899252395,0.156566489855679,0.3322882697061582,0.2,0.9557189809523808,8759
share_a050_fixed_50_15_35,kpx_group_3,2023,0.03751241095679727,0.1936812096120769,0.15738843125846677,0.09845248613714797,0.0404493971840499,0.20112035497196673,0.15093773088303725,0.044434751036197685,0.5927688861635704,0.15093773088303725,0.33647550321017805,0.14439685633963525,0.9576922594156495,8759
share_a050_pinn_raw,kpx_group_3,2024,0.023435159566040486,0.15308546490781053,0.10856156236339826,0.056023959564392815,0.03174771158561367,0.17817887525072568,0.13610046142375248,0.03692450640929927,0.6013990712752899,0.13610046142375248,0.3388986039743323,0.0,0.9406932238095239,8778
share_a050_pinn_floor20,kpx_group_3,2024,0.03615283548890673,0.19013898992291595,0.16394465766624353,0.11852316520467837,0.03132140873817796,0.1769785544583805,0.13612819048995684,0.04880671418079803,0.6020500360292631,0.13612819048995684,0.340228262548483,0.2,0.9406932238095239,8778
share_a050_fixed_50_15_35,kpx_group_3,2024,0.03036295307824368,0.17424968602050242,0.14894158741730049,0.09645783906918769,0.027976728934233742,0.1672624552439481,0.12893338079006456,0.028034926344218232,0.6022771572579257,0.12893338079006456,0.333487695305916,0.1315024460005704,0.9321785817053172,8778
share_a025_pinn_raw,kpx_group_1,2022,0.02465013657999942,0.15700361963980136,0.11734211341007576,0.06459172554031839,0.03093084167918813,0.17587166252466066,0.13553590903389084,0.05184810339943429,0.6166082237822521,0.13553590903389084,0.3687523565983951,0.016648635532407408,0.9610507407407407,8664
share_a025_pinn_floor20,kpx_group_1,2022,0.03297447515518928,0.18158875283229764,0.1540779220037255,0.10910694318139556,0.03019358682775054,0.1737630191604374,0.13427743197949152,0.06233715123416899,0.6192414147686627,0.13427743197949152,0.37276026151681674,0.2,0.9610507407407407,8664
share_a025_fixed_50_15_35,kpx_group_1,2022,0.028818216404901186,0.1697592895982461,0.14248994675962148,0.09834764325329358,0.028132615341792233,0.16772780133833579,0.12938728238719394,0.05877263733940496,0.6310022126733725,0.12938728238719394,0.39139170773393905,0.1422236680719216,0.9783494226918711,8664
share_a025_pinn_raw,kpx_group_1,2023,0.02359097049216763,0.1535935236009892,0.11237873122748201,0.027993351655389406,0.03021190160301424,0.17381571161150605,0.1303862065469123,-0.002778739262401425,0.6235060442612728,0.1303862065469123,0.37739829506945777,0.002839754,0.9410249351851852,8757
share_a025_pinn_floor20,kpx_group_1,2023,0.0319817469095524,0.17883441198369066,0.14925325479944088,0.07392777638333776,0.029260447203198908,0.17105685371594706,0.128713985636635,0.008978059971393608,0.627460737841558,0.128713985636635,0.38363546131975107,0.2,0.9410249351851852,8757
share_a025_fixed_50_15_35,kpx_group_1,2023,0.028582043566520412,0.16906224760874444,0.1395508574222174,0.06608500975019828,0.028110666275294655,0.1676623579557876,0.12610916060929542,0.009329268058220519,0.6335152944063718,0.12610916060929542,0.39313974942203894,0.14657326997470632,0.9639054994940317,8757
share_a025_pinn_raw,kpx_group_1,2024,0.023293056352389513,0.1526206288559627,0.1075698005144532,0.036018009142229496,0.0236743941147985,0.15386485665933758,0.11678085199881126,-0.0077881612623391825,0.6446861762008798,0.11678085199881126,0.40615320440057084,0.0024232093518518523,0.9291359907407407,8778
share_a025_pinn_floor20,kpx_group_1,2024,0.03348027333107446,0.18297615508878323,0.15168498769113442,0.08899972073734422,0.022668535490070762,0.15056073688073782,0.115297070062378,0.005004171020411572,0.6486913008167836,0.115297070062378,0.4126796716959453,0.2,0.9291359907407407,8778
share_a025_fixed_50_15_35,kpx_group_1,2024,0.029515193005514338,0.17179986322903268,0.14015671512498193,0.08061840954250457,0.021232174707114894,0.1457126442938803,0.11120544878840567,0.006449536500775609,0.6572608125113678,0.11120544878840567,0.42572707381114133,0.1452333078234628,0.9457619202690468,8778
share_a025_pinn_raw,kpx_group_2,2022,0.02371811059955716,0.1540068524435103,0.11355169889847411,0.04334827894321757,0.028021533761319616,0.167396337359333,0.12464733311259446,0.013372082955862776,0.6556014294703778,0.12464733311259446,0.4358501920533502,0.014825475833333334,0.9171808981481482,8664
share_a025_pinn_floor20,kpx_group_2,2022,0.03171572679950119,0.17808909792432884,0.148151247633353,0.08573756476576126,0.027022977487463382,0.16438667065021842,0.12319785171926062,0.02379488326984613,0.6586264520750101,0.12319785171926062,0.440450755869281,0.2,0.9171808981481482,8664
